Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Chalk Sylvite
appliedenergistics2:facade:0, Cable Facade - Rhyolite Sylvite
appliedenergistics2:facade:0, Cable Facade - Basalt Sylvite
appliedenergistics2:facade:0, Cable Facade - Andesite Sylvite
appliedenergistics2:facade:0, Cable Facade - Dacite Sylvite
appliedenergistics2:facade:0, Cable Facade - Quartzite Sylvite
appliedenergistics2:facade:0, Cable Facade - Slate Sylvite
appliedenergistics2:facade:0, Cable Facade - Phyllite Sylvite
appliedenergistics2:facade:0, Cable Facade - Schist Sylvite
appliedenergistics2:facade:0, Cable Facade - Gneiss Sylvite
appliedenergistics2:facade:0, Cable Facade - Marble Sylvite
appliedenergistics2:facade:0, Cable Facade - Blaimorite Sylvite
appliedenergistics2:facade:0, Cable Facade - Boninite Sylvite
appliedenergistics2:facade:0, Cable Facade - Carbonatite Sylvite
appliedenergistics2:facade:0, Cable Facade - Foidolite Sylvite
appliedenergistics2:facade:0, Cable Facade - Arkose Sylvite
appliedenergistics2:facade:0, Cable Facade - Jaspillite Sylvite
appliedenergistics2:facade:0, Cable Facade - Travertine Sylvite
appliedenergistics2:facade:0, Cable Facade - Wackestone Sylvite
appliedenergistics2:facade:0, Cable Facade - Blueschist Sylvite
appliedenergistics2:facade:0, Cable Facade - Greenschist Sylvite
appliedenergistics2:facade:0, Cable Facade - Cataclasite Sylvite
appliedenergistics2:facade:0, Cable Facade - Mylonite Sylvite
appliedenergistics2:facade:0, Cable Facade - Granite Borax
appliedenergistics2:facade:0, Cable Facade - Diorite Borax
appliedenergistics2:facade:0, Cable Facade - Gabbro Borax
appliedenergistics2:facade:0, Cable Facade - Shale Borax
appliedenergistics2:facade:0, Cable Facade - Claystone Borax
appliedenergistics2:facade:0, Cable Facade - Rocksalt Borax
appliedenergistics2:facade:0, Cable Facade - Limestone Borax
appliedenergistics2:facade:0, Cable Facade - Conglomerate Borax
appliedenergistics2:facade:0, Cable Facade - Dolomite Borax
appliedenergistics2:facade:0, Cable Facade - Chert Borax
appliedenergistics2:facade:0, Cable Facade - Chalk Borax
appliedenergistics2:facade:0, Cable Facade - Rhyolite Borax
appliedenergistics2:facade:0, Cable Facade - Basalt Borax
appliedenergistics2:facade:0, Cable Facade - Andesite Borax
appliedenergistics2:facade:0, Cable Facade - Dacite Borax
appliedenergistics2:facade:0, Cable Facade - Quartzite Borax
appliedenergistics2:facade:0, Cable Facade - Slate Borax
appliedenergistics2:facade:0, Cable Facade - Phyllite Borax
appliedenergistics2:facade:0, Cable Facade - Schist Borax
appliedenergistics2:facade:0, Cable Facade - Gneiss Borax
appliedenergistics2:facade:0, Cable Facade - Marble Borax
appliedenergistics2:facade:0, Cable Facade - Blaimorite Borax
appliedenergistics2:facade:0, Cable Facade - Boninite Borax
appliedenergistics2:facade:0, Cable Facade - Carbonatite Borax
appliedenergistics2:facade:0, Cable Facade - Foidolite Borax
appliedenergistics2:facade:0, Cable Facade - Arkose Borax
appliedenergistics2:facade:0, Cable Facade - Jaspillite Borax
appliedenergistics2:facade:0, Cable Facade - Travertine Borax
appliedenergistics2:facade:0, Cable Facade - Wackestone Borax
appliedenergistics2:facade:0, Cable Facade - Blueschist Borax
appliedenergistics2:facade:0, Cable Facade - Greenschist Borax
appliedenergistics2:facade:0, Cable Facade - Cataclasite Borax
appliedenergistics2:facade:0, Cable Facade - Mylonite Borax
appliedenergistics2:facade:0, Cable Facade - Granite Olivine
appliedenergistics2:facade:0, Cable Facade - Diorite Olivine
appliedenergistics2:facade:0, Cable Facade - Gabbro Olivine
appliedenergistics2:facade:0, Cable Facade - Shale Olivine
appliedenergistics2:facade:0, Cable Facade - Claystone Olivine
appliedenergistics2:facade:0, Cable Facade - Rocksalt Olivine
appliedenergistics2:facade:0, Cable Facade - Limestone Olivine
appliedenergistics2:facade:0, Cable Facade - Conglomerate Olivine
appliedenergistics2:facade:0, Cable Facade - Dolomite Olivine
appliedenergistics2:facade:0, Cable Facade - Chert Olivine
appliedenergistics2:facade:0, Cable Facade - Chalk Olivine
appliedenergistics2:facade:0, Cable Facade - Rhyolite Olivine
appliedenergistics2:facade:0, Cable Facade - Basalt Olivine
appliedenergistics2:facade:0, Cable Facade - Andesite Olivine
appliedenergistics2:facade:0, Cable Facade - Dacite Olivine
appliedenergistics2:facade:0, Cable Facade - Quartzite Olivine
appliedenergistics2:facade:0, Cable Facade - Slate Olivine
appliedenergistics2:facade:0, Cable Facade - Phyllite Olivine
appliedenergistics2:facade:0, Cable Facade - Schist Olivine
appliedenergistics2:facade:0, Cable Facade - Gneiss Olivine
appliedenergistics2:facade:0, Cable Facade - Marble Olivine
appliedenergistics2:facade:0, Cable Facade - Blaimorite Olivine
appliedenergistics2:facade:0, Cable Facade - Boninite Olivine
appliedenergistics2:facade:0, Cable Facade - Carbonatite Olivine
appliedenergistics2:facade:0, Cable Facade - Foidolite Olivine
appliedenergistics2:facade:0, Cable Facade - Arkose Olivine
appliedenergistics2:facade:0, Cable Facade - Jaspillite Olivine
appliedenergistics2:facade:0, Cable Facade - Travertine Olivine
appliedenergistics2:facade:0, Cable Facade - Wackestone Olivine
appliedenergistics2:facade:0, Cable Facade - Blueschist Olivine
appliedenergistics2:facade:0, Cable Facade - Greenschist Olivine
appliedenergistics2:facade:0, Cable Facade - Cataclasite Olivine
appliedenergistics2:facade:0, Cable Facade - Mylonite Olivine
appliedenergistics2:facade:0, Cable Facade - Granite Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Diorite Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Gabbro Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Shale Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Claystone Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Rocksalt Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Limestone Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Conglomerate Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Dolomite Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Chert Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Chalk Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Rhyolite Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Basalt Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Andesite Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Dacite Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Quartzite Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Slate Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Phyllite Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Schist Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Gneiss Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Marble Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Blaimorite Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Boninite Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Carbonatite Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Foidolite Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Arkose Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Jaspillite Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Travertine Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Wackestone Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Blueschist Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Greenschist Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Cataclasite Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Mylonite Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Granite Stibnite
appliedenergistics2:facade:0, Cable Facade - Diorite Stibnite
appliedenergistics2:facade:0, Cable Facade - Gabbro Stibnite
appliedenergistics2:facade:0, Cable Facade - Shale Stibnite
appliedenergistics2:facade:0, Cable Facade - Claystone Stibnite
appliedenergistics2:facade:0, Cable Facade - Rocksalt Stibnite
appliedenergistics2:facade:0, Cable Facade - Limestone Stibnite
appliedenergistics2:facade:0, Cable Facade - Conglomerate Stibnite
appliedenergistics2:facade:0, Cable Facade - Dolomite Stibnite
appliedenergistics2:facade:0, Cable Facade - Chert Stibnite
appliedenergistics2:facade:0, Cable Facade - Chalk Stibnite
appliedenergistics2:facade:0, Cable Facade - Rhyolite Stibnite
appliedenergistics2:facade:0, Cable Facade - Basalt Stibnite
appliedenergistics2:facade:0, Cable Facade - Andesite Stibnite
appliedenergistics2:facade:0, Cable Facade - Dacite Stibnite
appliedenergistics2:facade:0, Cable Facade - Quartzite Stibnite
appliedenergistics2:facade:0, Cable Facade - Slate Stibnite
appliedenergistics2:facade:0, Cable Facade - Phyllite Stibnite
appliedenergistics2:facade:0, Cable Facade - Schist Stibnite
appliedenergistics2:facade:0, Cable Facade - Gneiss Stibnite
appliedenergistics2:facade:0, Cable Facade - Marble Stibnite
appliedenergistics2:facade:0, Cable Facade - Blaimorite Stibnite
appliedenergistics2:facade:0, Cable Facade - Boninite Stibnite
appliedenergistics2:facade:0, Cable Facade - Carbonatite Stibnite
appliedenergistics2:facade:0, Cable Facade - Foidolite Stibnite
appliedenergistics2:facade:0, Cable Facade - Arkose Stibnite
appliedenergistics2:facade:0, Cable Facade - Jaspillite Stibnite
appliedenergistics2:facade:0, Cable Facade - Travertine Stibnite
appliedenergistics2:facade:0, Cable Facade - Wackestone Stibnite
appliedenergistics2:facade:0, Cable Facade - Blueschist Stibnite
appliedenergistics2:facade:0, Cable Facade - Greenschist Stibnite
appliedenergistics2:facade:0, Cable Facade - Cataclasite Stibnite
appliedenergistics2:facade:0, Cable Facade - Mylonite Stibnite
appliedenergistics2:facade:0, Cable Facade - Granite Native Ardite
appliedenergistics2:facade:0, Cable Facade - Diorite Native Ardite
appliedenergistics2:facade:0, Cable Facade - Gabbro Native Ardite
appliedenergistics2:facade:0, Cable Facade - Shale Native Ardite
appliedenergistics2:facade:0, Cable Facade - Claystone Native Ardite
appliedenergistics2:facade:0, Cable Facade - Rocksalt Native Ardite
appliedenergistics2:facade:0, Cable Facade - Limestone Native Ardite
appliedenergistics2:facade:0, Cable Facade - Conglomerate Native Ardite
appliedenergistics2:facade:0, Cable Facade - Dolomite Native Ardite
appliedenergistics2:facade:0, Cable Facade - Chert Native Ardite
appliedenergistics2:facade:0, Cable Facade - Chalk Native Ardite
appliedenergistics2:facade:0, Cable Facade - Rhyolite Native Ardite
appliedenergistics2:facade:0, Cable Facade - Basalt Native Ardite
appliedenergistics2:facade:0, Cable Facade - Andesite Native Ardite
appliedenergistics2:facade:0, Cable Facade - Dacite Native Ardite
appliedenergistics2:facade:0, Cable Facade - Quartzite Native Ardite
appliedenergistics2:facade:0, Cable Facade - Slate Native Ardite
appliedenergistics2:facade:0, Cable Facade - Phyllite Native Ardite
appliedenergistics2:facade:0, Cable Facade - Schist Native Ardite
appliedenergistics2:facade:0, Cable Facade - Gneiss Native Ardite
appliedenergistics2:facade:0, Cable Facade - Marble Native Ardite
appliedenergistics2:facade:0, Cable Facade - Blaimorite Native Ardite
appliedenergistics2:facade:0, Cable Facade - Boninite Native Ardite
appliedenergistics2:facade:0, Cable Facade - Carbonatite Native Ardite
appliedenergistics2:facade:0, Cable Facade - Foidolite Native Ardite
appliedenergistics2:facade:0, Cable Facade - Arkose Native Ardite
appliedenergistics2:facade:0, Cable Facade - Jaspillite Native Ardite
appliedenergistics2:facade:0, Cable Facade - Travertine Native Ardite
appliedenergistics2:facade:0, Cable Facade - Wackestone Native Ardite
appliedenergistics2:facade:0, Cable Facade - Blueschist Native Ardite
appliedenergistics2:facade:0, Cable Facade - Greenschist Native Ardite
appliedenergistics2:facade:0, Cable Facade - Cataclasite Native Ardite
appliedenergistics2:facade:0, Cable Facade - Mylonite Native Ardite
appliedenergistics2:facade:0, Cable Facade - Granite Native Osmium
appliedenergistics2:facade:0, Cable Facade - Diorite Native Osmium
appliedenergistics2:facade:0, Cable Facade - Gabbro Native Osmium
appliedenergistics2:facade:0, Cable Facade - Shale Native Osmium
appliedenergistics2:facade:0, Cable Facade - Claystone Native Osmium
appliedenergistics2:facade:0, Cable Facade - Rocksalt Native Osmium
appliedenergistics2:facade:0, Cable Facade - Limestone Native Osmium
appliedenergistics2:facade:0, Cable Facade - Conglomerate Native Osmium
appliedenergistics2:facade:0, Cable Facade - Dolomite Native Osmium
appliedenergistics2:facade:0, Cable Facade - Chert Native Osmium
appliedenergistics2:facade:0, Cable Facade - Chalk Native Osmium
appliedenergistics2:facade:0, Cable Facade - Rhyolite Native Osmium
appliedenergistics2:facade:0, Cable Facade - Basalt Native Osmium
appliedenergistics2:facade:0, Cable Facade - Andesite Native Osmium
appliedenergistics2:facade:0, Cable Facade - Dacite Native Osmium
appliedenergistics2:facade:0, Cable Facade - Quartzite Native Osmium
appliedenergistics2:facade:0, Cable Facade - Slate Native Osmium
appliedenergistics2:facade:0, Cable Facade - Phyllite Native Osmium
appliedenergistics2:facade:0, Cable Facade - Schist Native Osmium
appliedenergistics2:facade:0, Cable Facade - Gneiss Native Osmium
appliedenergistics2:facade:0, Cable Facade - Marble Native Osmium
appliedenergistics2:facade:0, Cable Facade - Blaimorite Native Osmium
appliedenergistics2:facade:0, Cable Facade - Boninite Native Osmium
appliedenergistics2:facade:0, Cable Facade - Carbonatite Native Osmium
appliedenergistics2:facade:0, Cable Facade - Foidolite Native Osmium
appliedenergistics2:facade:0, Cable Facade - Arkose Native Osmium
appliedenergistics2:facade:0, Cable Facade - Jaspillite Native Osmium
appliedenergistics2:facade:0, Cable Facade - Travertine Native Osmium
appliedenergistics2:facade:0, Cable Facade - Wackestone Native Osmium
appliedenergistics2:facade:0, Cable Facade - Blueschist Native Osmium
appliedenergistics2:facade:0, Cable Facade - Greenschist Native Osmium
appliedenergistics2:facade:0, Cable Facade - Cataclasite Native Osmium
appliedenergistics2:facade:0, Cable Facade - Mylonite Native Osmium
appliedenergistics2:facade:0, Cable Facade - Granite Bauxite
appliedenergistics2:facade:0, Cable Facade - Diorite Bauxite
appliedenergistics2:facade:0, Cable Facade - Gabbro Bauxite
appliedenergistics2:facade:0, Cable Facade - Shale Bauxite
appliedenergistics2:facade:0, Cable Facade - Claystone Bauxite
appliedenergistics2:facade:0, Cable Facade - Rocksalt Bauxite
appliedenergistics2:facade:0, Cable Facade - Limestone Bauxite
appliedenergistics2:facade:0, Cable Facade - Conglomerate Bauxite
appliedenergistics2:facade:0, Cable Facade - Dolomite Bauxite
appliedenergistics2:facade:0, Cable Facade - Chert Bauxite
appliedenergistics2:facade:0, Cable Facade - Chalk Bauxite
appliedenergistics2:facade:0, Cable Facade - Rhyolite Bauxite
appliedenergistics2:facade:0, Cable Facade - Basalt Bauxite
appliedenergistics2:facade:0, Cable Facade - Andesite Bauxite
appliedenergistics2:facade:0, Cable Facade - Dacite Bauxite
appliedenergistics2:facade:0, Cable Facade - Quartzite Bauxite
appliedenergistics2:facade:0, Cable Facade - Slate Bauxite
appliedenergistics2:facade:0, Cable Facade - Phyllite Bauxite
appliedenergistics2:facade:0, Cable Facade - Schist Bauxite
appliedenergistics2:facade:0, Cable Facade - Gneiss Bauxite
appliedenergistics2:facade:0, Cable Facade - Marble Bauxite
appliedenergistics2:facade:0, Cable Facade - Blaimorite Bauxite
appliedenergistics2:facade:0, Cable Facade - Boninite Bauxite
appliedenergistics2:facade:0, Cable Facade - Carbonatite Bauxite
appliedenergistics2:facade:0, Cable Facade - Foidolite Bauxite
appliedenergistics2:facade:0, Cable Facade - Arkose Bauxite
appliedenergistics2:facade:0, Cable Facade - Jaspillite Bauxite
appliedenergistics2:facade:0, Cable Facade - Travertine Bauxite
appliedenergistics2:facade:0, Cable Facade - Wackestone Bauxite
appliedenergistics2:facade:0, Cable Facade - Blueschist Bauxite
appliedenergistics2:facade:0, Cable Facade - Greenschist Bauxite
appliedenergistics2:facade:0, Cable Facade - Cataclasite Bauxite
appliedenergistics2:facade:0, Cable Facade - Mylonite Bauxite
appliedenergistics2:facade:0, Cable Facade - Granite Wolframite
appliedenergistics2:facade:0, Cable Facade - Diorite Wolframite
appliedenergistics2:facade:0, Cable Facade - Gabbro Wolframite
appliedenergistics2:facade:0, Cable Facade - Shale Wolframite
appliedenergistics2:facade:0, Cable Facade - Claystone Wolframite
appliedenergistics2:facade:0, Cable Facade - Rocksalt Wolframite
appliedenergistics2:facade:0, Cable Facade - Limestone Wolframite
appliedenergistics2:facade:0, Cable Facade - Conglomerate Wolframite
appliedenergistics2:facade:0, Cable Facade - Dolomite Wolframite
